id,name,date,time,dt,storm_status,lat,lon,max_wind,min_pressure,category
AL031853,UNNAMED,18530903,0000,1853-09-03 00:00:00,HU,18.2,-52.8,120.0,-999.0,3
AL031853,UNNAMED,18530903,0600,1853-09-03 06:00:00,HU,19.1,-54.6,130.0,-999.0,4
AL031853,UNNAMED,18530903,1200,1853-09-03 12:00:00,HU,19.7,-56.2,130.0,924.0,4
AL031853,UNNAMED,18530903,1800,1853-09-03 18:00:00,HU,20.7,-58.0,130.0,-999.0,4
AL031853,UNNAMED,18530904,0000,1853-09-04 00:00:00,HU,21.2,-59.9,120.0,-999.0,3
AL031853,UNNAMED,18530904,0600,1853-09-04 06:00:00,HU,22.0,-61.8,120.0,-999.0,3
AL031853,UNNAMED,18530904,1200,1853-09-04 12:00:00,HU,22.7,-63.7,120.0,-999.0,3
AL031853,UNNAMED,18530904,1800,1853-09-04 18:00:00,HU,23.4,-65.3,120.0,-999.0,3
AL031853,UNNAMED,18530905,0000,1853-09-05 00:00:00,HU,24.2,-67.1,120.0,-999.0,3
AL031853,UNNAMED,18530905,0600,1853-09-05 06:00:00,HU,25.0,-68.6,120.0,-999.0,3
AL031853,UNNAMED,18530905,1200,1853-09-05 12:00:00,HU,25.8,-70.1,120.0,-999.0,3
AL031853,UNNAMED,18530905,1800,1853-09-05 18:00:00,HU,26.6,-71.1,120.0,-999.0,3
AL031853,UNNAMED,18530906,0000,1853-09-06 00:00:00,HU,27.3,-72.0,120.0,-999.0,3
AL031853,UNNAMED,18530906,0600,1853-09-06 06:00:00,HU,28.2,-72.9,120.0,-999.0,3
AL031853,UNNAMED,18530906,1200,1853-09-06 12:00:00,HU,29.1,-73.5,120.0,-999.0,3
AL031853,UNNAMED,18530906,1800,1853-09-06 18:00:00,HU,30.2,-74.0,120.0,-999.0,3
AL031853,UNNAMED,18530907,0000,1853-09-07 00:00:00,HU,31.2,-74.3,110.0,-999.0,2
AL031853,UNNAMED,18530907,0600,1853-09-07 06:00:00,HU,32.5,-74.1,110.0,-999.0,2
AL031853,UNNAMED,18530907,1200,1853-09-07 12:00:00,HU,33.7,-73.9,100.0,-999.0,2
AL031853,UNNAMED,18530907,1800,1853-09-07 18:00:00,HU,34.9,-72.9,100.0,-999.0,2
AL031853,UNNAMED,18530908,0000,1853-09-08 00:00:00,HU,36.0,-71.6,100.0,-999.0,2
AL031853,UNNAMED,18530908,0600,1853-09-08 06:00:00,HU,36.8,-69.9,100.0,-999.0,2
AL031853,UNNAMED,18530908,1200,1853-09-08 12:00:00,HU,37.5,-67.9,100.0,-999.0,2
AL031853,UNNAMED,18530908,1800,1853-09-08 18:00:00,HU,38.2,-65.4,100.0,-999.0,2
AL031853,UNNAMED,18530909,0000,1853-09-09 00:00:00,HU,39.0,-62.3,100.0,-999.0,2
AL031853,UNNAMED,18530909,0600,1853-09-09 06:00:00,HU,39.9,-59.4,90.0,-999.0,1
AL031853,UNNAMED,18530909,1200,1853-09-09 12:00:00,HU,40.8,-56.8,80.0,-999.0,1
AL031853,UNNAMED,18530909,1800,1853-09-09 18:00:00,HU,41.9,-53.4,70.0,-999.0,TS
AL031853,UNNAMED,18530910,0000,1853-09-10 00:00:00,HU,42.9,-49.5,70.0,-999.0,TS
AL031853,UNNAMED,18530910,0600,1853-09-10 06:00:00,HU,43.9,-45.5,70.0,-999.0,TS
AL031853,UNNAMED,18530910,1200,1853-09-10 12:00:00,HU,45.0,-41.2,70.0,-999.0,TS
AL031853,UNNAMED,18530910,1800,1853-09-10 18:00:00,HU,46.2,-36.2,70.0,-999.0,TS
AL041853,UNNAMED,18530908,0000,1853-09-08 00:00:00,HU,37.0,-53.0,100.0,-999.0,2
AL041853,UNNAMED,18530908,0600,1853-09-08 06:00:00,HU,38.0,-51.0,100.0,-999.0,2
AL041853,UNNAMED,18530908,1200,1853-09-08 12:00:00,HU,39.0,-49.0,100.0,-999.0,2
AL041853,UNNAMED,18530908,1800,1853-09-08 18:00:00,HU,40.0,-46.8,100.0,-999.0,2
AL041853,UNNAMED,18530909,0000,1853-09-09 00:00:00,HU,41.3,-44.0,100.0,-999.0,2
AL041853,UNNAMED,18530909,0600,1853-09-09 06:00:00,HU,42.5,-41.5,100.0,-999.0,2
AL041853,UNNAMED,18530909,1200,1853-09-09 12:00:00,HU,43.4,-39.3,100.0,-999.0,2
AL041853,UNNAMED,18530909,1800,1853-09-09 18:00:00,HU,44.5,-37.2,100.0,-999.0,2
AL041853,UNNAMED,18530910,0000,1853-09-10 00:00:00,HU,45.5,-34.7,100.0,-999.0,2
AL041853,UNNAMED,18530910,0600,1853-09-10 06:00:00,HU,46.3,-32.3,100.0,-999.0,2
AL041853,UNNAMED,18530910,1200,1853-09-10 12:00:00,HU,47.0,-30.0,90.0,-999.0,1
AL041853,UNNAMED,18530910,1800,1853-09-10 18:00:00,HU,48.0,-27.5,90.0,-999.0,1
AL051853,UNNAMED,18530921,1200,1853-09-21 12:00:00,TS,20.0,-95.0,50.0,-999.0,TS
AL061853,UNNAMED,18530926,0000,1853-09-26 00:00:00,TS,25.8,-62.0,50.0,-999.0,TS
AL061853,UNNAMED,18530926,0600,1853-09-26 06:00:00,TS,27.4,-62.5,50.0,-999.0,TS
AL061853,UNNAMED,18530926,1200,1853-09-26 12:00:00,TS,29.0,-62.9,50.0,-999.0,TS
AL061853,UNNAMED,18530926,1800,1853-09-26 18:00:00,TS,30.6,-63.2,50.0,-999.0,TS
AL061853,UNNAMED,18530927,0000,1853-09-27 00:00:00,TS,32.9,-62.6,60.0,-999.0,TS
AL061853,UNNAMED,18530927,0600,1853-09-27 06:00:00,TS,34.8,-61.3,60.0,-999.0,TS
AL061853,UNNAMED,18530927,1200,1853-09-27 12:00:00,HU,36.0,-59.8,70.0,-999.0,TS
AL061853,UNNAMED,18530927,1800,1853-09-27 18:00:00,HU,36.7,-58.4,70.0,-999.0,TS
AL061853,UNNAMED,18530928,0000,1853-09-28 00:00:00,HU,36.8,-57.4,70.0,-999.0,TS
AL061853,UNNAMED,18530928,0600,1853-09-28 06:00:00,HU,36.3,-56.7,70.0,-999.0,TS
AL061853,UNNAMED,18530928,1200,1853-09-28 12:00:00,HU,35.5,-56.9,70.0,-999.0,TS
AL061853,UNNAMED,18530928,1800,1853-09-28 18:00:00,HU,35.5,-57.0,70.0,-999.0,TS
AL061853,UNNAMED,18530929,0000,1853-09-29 00:00:00,HU,35.4,-57.2,70.0,-999.0,TS
AL061853,UNNAMED,18530929,0600,1853-09-29 06:00:00,HU,35.3,-57.4,70.0,-999.0,TS
AL061853,UNNAMED,18530929,1200,1853-09-29 12:00:00,HU,35.3,-57.7,70.0,-999.0,TS
AL061853,UNNAMED,18530929,1800,1853-09-29 18:00:00,HU,35.4,-57.9,70.0,-999.0,TS
AL061853,UNNAMED,18530930,0000,1853-09-30 00:00:00,HU,35.5,-58.1,70.0,-999.0,TS
AL061853,UNNAMED,18530930,0600,1853-09-30 06:00:00,HU,35.5,-58.2,70.0,-999.0,TS
AL061853,UNNAMED,18530930,1200,1853-09-30 12:00:00,HU,35.8,-58.3,70.0,-999.0,TS
AL061853,UNNAMED,18530930,1800,1853-09-30 18:00:00,HU,36.3,-58.0,70.0,-999.0,TS
AL061853,UNNAMED,18531001,0000,1853-10-01 00:00:00,HU,37.0,-57.5,70.0,-999.0,TS
AL061853,UNNAMED,18531001,0600,1853-10-01 06:00:00,HU,38.0,-56.8,70.0,-999.0,TS
AL071853,UNNAMED,18530928,1200,1853-09-28 12:00:00,TS,15.0,-37.0,50.0,-999.0,TS
AL081853,UNNAMED,18531019,0000,1853-10-19 00:00:00,HU,27.5,-78.5,70.0,-999.0,TS
AL081853,UNNAMED,18531019,0600,1853-10-19 06:00:00,HU,28.0,-78.9,70.0,-999.0,TS
AL081853,UNNAMED,18531019,1200,1853-10-19 12:00:00,HU,28.5,-79.3,80.0,-999.0,1
AL081853,UNNAMED,18531019,1800,1853-10-19 18:00:00,HU,28.9,-79.6,80.0,-999.0,1
AL081853,UNNAMED,18531020,0000,1853-10-20 00:00:00,HU,29.3,-79.9,80.0,-999.0,1
AL081853,UNNAMED,18531020,0600,1853-10-20 06:00:00,HU,29.7,-80.2,80.0,-999.0,1
AL081853,UNNAMED,18531020,1200,1853-10-20 12:00:00,HU,30.0,-80.5,90.0,-999.0,1
AL081853,UNNAMED,18531020,1800,1853-10-20 18:00:00,HU,30.3,-80.7,90.0,-999.0,1
AL081853,UNNAMED,18531021,0000,1853-10-21 00:00:00,HU,30.6,-80.9,90.0,-999.0,1
AL081853,UNNAMED,18531021,0600,1853-10-21 06:00:00,HU,30.9,-80.9,90.0,-999.0,1
AL081853,UNNAMED,18531021,1200,1853-10-21 12:00:00,HU,31.3,-80.6,80.0,-999.0,1
AL081853,UNNAMED,18531021,1800,1853-10-21 18:00:00,HU,31.7,-80.1,80.0,-999.0,1
AL081853,UNNAMED,18531022,0000,1853-10-22 00:00:00,HU,32.1,-79.4,80.0,-999.0,1
AL081853,UNNAMED,18531022,0600,1853-10-22 06:00:00,HU,32.5,-78.5,80.0,-999.0,1
AL011854,UNNAMED,18540625,0000,1854-06-25 00:00:00,TS,26.0,-92.5,60.0,-999.0,TS
AL011854,UNNAMED,18540625,0600,1854-06-25 06:00:00,TS,26.0,-93.0,60.0,-999.0,TS
AL011854,UNNAMED,18540625,1200,1854-06-25 12:00:00,HU,26.0,-93.5,70.0,-999.0,TS
AL011854,UNNAMED,18540625,1800,1854-06-25 18:00:00,HU,26.0,-94.0,70.0,-999.0,TS
AL011854,UNNAMED,18540626,0000,1854-06-26 00:00:00,HU,26.0,-94.7,70.0,-999.0,TS
AL011854,UNNAMED,18540626,0600,1854-06-26 06:00:00,HU,26.1,-95.7,70.0,-999.0,TS
AL011854,UNNAMED,18540626,1200,1854-06-26 12:00:00,HU,26.2,-97.0,70.0,-999.0,TS
AL011854,UNNAMED,18540626,1800,1854-06-26 18:00:00,TS,26.4,-98.5,50.0,-999.0,TS
AL011854,UNNAMED,18540627,0000,1854-06-27 00:00:00,TS,26.8,-100.0,40.0,-999.0,TS
AL011854,UNNAMED,18540627,0600,1854-06-27 06:00:00,TS,27.4,-101.5,40.0,-999.0,TS
AL011854,UNNAMED,18540627,1200,1854-06-27 12:00:00,TS,28.0,-103.0,40.0,-999.0,TS
AL021854,UNNAMED,18540823,1200,1854-08-23 12:00:00,TS,33.0,-55.0,60.0,-999.0,TS
AL031854,UNNAMED,18540907,0000,1854-09-07 00:00:00,HU,26.4,-76.6,110.0,-999.0,2
AL031854,UNNAMED,18540907,0600,1854-09-07 06:00:00,HU,27.2,-77.6,110.0,-999.0,2
AL031854,UNNAMED,18540907,1200,1854-09-07 12:00:00,HU,28.0,-78.6,110.0,938.0,2
AL031854,UNNAMED,18540907,1800,1854-09-07 18:00:00,HU,28.8,-79.6,110.0,-999.0,2
AL031854,UNNAMED,18540908,0000,1854-09-08 00:00:00,HU,29.6,-80.3,110.0,-999.0,2
AL031854,UNNAMED,18540908,0600,1854-09-08 06:00:00,HU,30.4,-80.6,110.0,-999.0,2
AL031854,UNNAMED,18540908,1200,1854-09-08 12:00:00,HU,31.1,-80.9,100.0,-999.0,2
AL031854,UNNAMED,18540908,1800,1854-09-08 18:00:00,HU,31.6,-81.1,100.0,950.0,2
AL031854,UNNAMED,18540908,2000,1854-09-08 20:00:00,HU,31.7,-81.1,100.0,950.0,2
AL031854,UNNAMED,18540909,0000,1854-09-09 00:00:00,HU,32.0,-81.3,80.0,-999.0,1
AL031854,UNNAMED,18540909,0600,1854-09-09 06:00:00,HU,32.5,-81.5,70.0,-999.0,TS
AL031854,UNNAMED,18540909,1200,1854-09-09 12:00:00,TS,33.2,-81.5,60.0,-999.0,TS
AL031854,UNNAMED,18540909,1800,1854-09-09 18:00:00,TS,34.3,-80.5,50.0,-999.0,TS
AL031854,UNNAMED,18540910,0000,1854-09-10 00:00:00,TS,35.5,-78.1,40.0,-999.0,TS
AL031854,UNNAMED,18540910,0600,1854-09-10 06:00:00,TS,36.8,-75.9,40.0,-999.0,TS
AL031854,UNNAMED,18540910,1200,1854-09-10 12:00:00,TS,37.8,-74.0,50.0,-999.0,TS
AL031854,UNNAMED,18540910,1800,1854-09-10 18:00:00,TS,38.4,-71.9,60.0,-999.0,TS
AL031854,UNNAMED,18540911,0000,1854-09-11 00:00:00,HU,38.8,-69.5,70.0,-999.0,TS
AL031854,UNNAMED,18540911,0600,1854-09-11 06:00:00,HU,39.0,-67.3,80.0,-999.0,1
AL031854,UNNAMED,18540911,1200,1854-09-11 12:00:00,HU,39.4,-65.0,90.0,-999.0,1
AL031854,UNNAMED,18540911,1800,1854-09-11 18:00:00,HU,39.5,-61.8,90.0,-999.0,1
AL031854,UNNAMED,18540912,0000,1854-09-12 00:00:00,HU,39.8,-58.3,90.0,-999.0,1
AL031854,UNNAMED,18540912,0600,1854-09-12 06:00:00,HU,40.0,-55.1,90.0,-999.0,1
AL031854,UNNAMED,18540912,1200,1854-09-12 12:00:00,HU,40.0,-52.0,80.0,-999.0,1
AL031854,UNNAMED,18540912,1800,1854-09-12 18:00:00,HU,40.2,-48.0,80.0,-999.0,1
AL041854,UNNAMED,18540918,0000,1854-09-18 00:00:00,HU,28.2,-93.6,90.0,-999.0,1
AL041854,UNNAMED,18540918,0600,1854-09-18 06:00:00,HU,28.4,-94.1,90.0,-999.0,1
AL041854,UNNAMED,18540918,1200,1854-09-18 12:00:00,HU,28.6,-94.6,90.0,-999.0,1
AL041854,UNNAMED,18540918,1800,1854-09-18 18:00:00,HU,28.8,-95.1,90.0,-999.0,1
AL041854,UNNAMED,18540918,2100,1854-09-18 21:00:00,HU,28.9,-95.3,90.0,-999.0,1
AL041854,UNNAMED,18540919,0000,1854-09-19 00:00:00,HU,29.0,-95.6,80.0,-999.0,1
AL041854,UNNAMED,18540919,0600,1854-09-19 06:00:00,HU,29.2,-96.1,70.0,-999.0,TS
AL041854,UNNAMED,18540919,1200,1854-09-19 12:00:00,TS,29.4,-96.5,60.0,-999.0,TS
AL041854,UNNAMED,18540919,1800,1854-09-19 18:00:00,TS,29.7,-96.6,60.0,-999.0,TS
AL041854,UNNAMED,18540920,0000,1854-09-20 00:00:00,TS,30.0,-96.4,50.0,-999.0,TS
AL041854,UNNAMED,18540920,0600,1854-09-20 06:00:00,TS,30.3,-96.0,40.0,-999.0,TS
AL051854,UNNAMED,18541020,0000,1854-10-20 00:00:00,TS,25.0,-67.6,50.0,-999.0,TS
AL051854,UNNAMED,18541020,0600,1854-10-20 06:00:00,TS,25.8,-67.6,50.0,-999.0,TS
AL051854,UNNAMED,18541020,1200,1854-10-20 12:00:00,TS,26.7,-67.6,50.0,-999.0,TS
AL051854,UNNAMED,18541020,1800,1854-10-20 18:00:00,TS,27.6,-67.5,50.0,-999.0,TS
AL051854,UNNAMED,18541021,0000,1854-10-21 00:00:00,TS,28.6,-67.3,60.0,-999.0,TS
AL051854,UNNAMED,18541021,0600,1854-10-21 06:00:00,TS,29.5,-67.0,60.0,-999.0,TS
AL051854,UNNAMED,18541021,1200,1854-10-21 12:00:00,TS,30.3,-66.6,60.0,-999.0,TS
AL051854,UNNAMED,18541021,1800,1854-10-21 18:00:00,TS,31.5,-65.6,60.0,-999.0,TS
AL051854,UNNAMED,18541022,0000,1854-10-22 00:00:00,TS,32.4,-64.3,60.0,-999.0,TS
AL051854,UNNAMED,18541022,0600,1854-10-22 06:00:00,TS,33.0,-62.8,60.0,-999.0,TS
AL051854,UNNAMED,18541022,1200,1854-10-22 12:00:00,TS,33.5,-61.0,50.0,-999.0,TS
AL051854,UNNAMED,18541022,1800,1854-10-22 18:00:00,TS,34.2,-58.7,50.0,-999.0,TS
AL011855,UNNAMED,18550806,1200,1855-08-06 12:00:00,HU,22.2,-98.0,90.0,-999.0,1
AL021855,UNNAMED,18550810,0000,1855-08-10 00:00:00,HU,44.0,-42.0,90.0,-999.0,1
AL021855,UNNAMED,18550810,0600,1855-08-10 06:00:00,HU,46.0,-39.0,90.0,-999.0,1
AL021855,UNNAMED,18550810,1200,1855-08-10 12:00:00,HU,48.0,-36.0,90.0,-999.0,1
AL021855,UNNAMED,18550810,1800,1855-08-10 18:00:00,HU,50.0,-32.5,90.0,-999.0,1
AL021855,UNNAMED,18550811,0000,1855-08-11 00:00:00,HU,52.0,-29.0,90.0,-999.0,1
AL021855,UNNAMED,18550811,0600,1855-08-11 06:00:00,HU,54.0,-24.0,90.0,-999.0,1
AL031855,UNNAMED,18550811,1200,1855-08-11 12:00:00,HU,12.5,-83.0,70.0,-999.0,TS
AL041855,UNNAMED,18550824,0000,1855-08-24 00:00:00,TS,12.0,-55.9,50.0,-999.0,TS
AL041855,UNNAMED,18550824,0600,1855-08-24 06:00:00,TS,12.0,-57.1,50.0,-999.0,TS
AL041855,UNNAMED,18550824,1200,1855-08-24 12:00:00,TS,12.1,-58.3,50.0,-999.0,TS
AL041855,UNNAMED,18550824,1800,1855-08-24 18:00:00,TS,12.3,-59.5,50.0,-999.0,TS
AL041855,UNNAMED,18550825,0000,1855-08-25 00:00:00,TS,12.8,-60.7,60.0,-999.0,TS
AL041855,UNNAMED,18550825,0600,1855-08-25 06:00:00,TS,13.5,-61.9,60.0,-999.0,TS
AL041855,UNNAMED,18550825,1200,1855-08-25 12:00:00,TS,14.1,-62.8,60.0,-999.0,TS
AL041855,UNNAMED,18550825,1800,1855-08-25 18:00:00,TS,14.8,-63.7,60.0,-999.0,TS
AL041855,UNNAMED,18550826,0000,1855-08-26 00:00:00,TS,15.6,-64.4,60.0,-999.0,TS
AL041855,UNNAMED,18550826,0600,1855-08-26 06:00:00,TS,16.4,-65.4,60.0,-999.0,TS
AL041855,UNNAMED,18550826,1200,1855-08-26 12:00:00,TS,17.1,-66.5,60.0,-999.0,TS
AL041855,UNNAMED,18550826,1800,1855-08-26 18:00:00,TS,17.7,-67.9,60.0,-999.0,TS
AL041855,UNNAMED,18550827,0000,1855-08-27 00:00:00,TS,18.4,-69.5,50.0,997.0,TS
AL041855,UNNAMED,18550827,0600,1855-08-27 06:00:00,TS,19.2,-71.1,50.0,-999.0,TS
AL041855,UNNAMED,18550827,1200,1855-08-27 12:00:00,TS,19.5,-72.3,40.0,-999.0,TS
AL041855,UNNAMED,18550827,1800,1855-08-27 18:00:00,TS,19.7,-73.6,40.0,-999.0,TS
AL051855,UNNAMED,18550915,0000,1855-09-15 00:00:00,HU,26.7,-89.1,70.0,-999.0,TS
AL051855,UNNAMED,18550915,0600,1855-09-15 06:00:00,HU,27.1,-89.1,80.0,-999.0,1
AL051855,UNNAMED,18550915,1200,1855-09-15 12:00:00,HU,27.5,-89.3,90.0,-999.0,1
AL051855,UNNAMED,18550915,1800,1855-09-15 18:00:00,HU,28.1,-89.4,100.0,-999.0,2
AL051855,UNNAMED,18550916,0000,1855-09-16 00:00:00,HU,28.8,-89.5,110.0,-999.0,2
AL051855,UNNAMED,18550916,0300,1855-09-16 03:00:00,HU,29.2,-89.5,110.0,-999.0,2
AL051855,UNNAMED,18550916,0600,1855-09-16 06:00:00,HU,29.6,-89.5,110.0,-999.0,2
AL051855,UNNAMED,18550916,1200,1855-09-16 12:00:00,HU,30.2,-89.4,100.0,-999.0,2
AL051855,UNNAMED,18550916,1800,1855-09-16 18:00:00,HU,31.0,-89.1,70.0,-999.0,TS
AL051855,UNNAMED,18550917,0000,1855-09-17 00:00:00,TS,32.0,-88.8,50.0,-999.0,TS
AL051855,UNNAMED,18550917,0600,1855-09-17 06:00:00,TS,33.0,-88.3,40.0,-999.0,TS
AL011856,UNNAMED,18560809,0000,1856-08-09 00:00:00,HU,25.0,-83.9,70.0,-999.0,TS
AL011856,UNNAMED,18560809,0600,1856-08-09 06:00:00,HU,25.7,-85.1,80.0,-999.0,1
AL011856,UNNAMED,18560809,1200,1856-08-09 12:00:00,HU,26.3,-86.5,90.0,-999.0,1
AL011856,UNNAMED,18560809,1800,1856-08-09 18:00:00,HU,27.0,-87.8,100.0,-999.0,2
AL011856,UNNAMED,18560810,0000,1856-08-10 00:00:00,HU,27.7,-89.1,110.0,-999.0,2
AL011856,UNNAMED,18560810,0600,1856-08-10 06:00:00,HU,28.2,-89.8,120.0,-999.0,3
AL011856,UNNAMED,18560810,1200,1856-08-10 12:00:00,HU,28.7,-90.5,130.0,-999.0,4
AL011856,UNNAMED,18560810,1800,1856-08-10 18:00:00,HU,29.2,-91.1,130.0,934.0,4
AL011856,UNNAMED,18560811,0000,1856-08-11 00:00:00,HU,29.7,-91.6,110.0,-999.0,2
AL011856,UNNAMED,18560811,0600,1856-08-11 06:00:00,HU,30.0,-91.8,80.0,-999.0,1
AL011856,UNNAMED,18560811,1200,1856-08-11 12:00:00,TS,30.3,-91.9,60.0,-999.0,TS
AL011856,UNNAMED,18560811,1800,1856-08-11 18:00:00,TS,30.6,-91.8,50.0,-999.0,TS
AL011856,UNNAMED,18560812,0000,1856-08-12 00:00:00,TS,30.9,-91.6,40.0,-999.0,TS
AL011856,UNNAMED,18560812,0600,1856-08-12 06:00:00,TS,31.3,-91.0,40.0,-999.0,TS
AL021856,UNNAMED,18560813,0000,1856-08-13 00:00:00,HU,12.1,-56.1,70.0,-999.0,TS
AL021856,UNNAMED,18560813,0600,1856-08-13 06:00:00,HU,12.1,-57.3,70.0,-999.0,TS
AL021856,UNNAMED,18560813,1200,1856-08-13 12:00:00,HU,12.1,-58.5,70.0,-999.0,TS
AL021856,UNNAMED,18560813,1800,1856-08-13 18:00:00,HU,12.1,-60.1,70.0,-999.0,TS
AL021856,UNNAMED,18560814,0000,1856-08-14 00:00:00,HU,12.1,-61.8,70.0,-999.0,TS
AL021856,UNNAMED,18560814,0600,1856-08-14 06:00:00,HU,12.1,-63.2,70.0,-999.0,TS
AL021856,UNNAMED,18560814,1200,1856-08-14 12:00:00,HU,12.1,-64.5,70.0,-999.0,TS
AL021856,UNNAMED,18560814,1800,1856-08-14 18:00:00,HU,12.1,-65.6,70.0,-999.0,TS
AL031856,UNNAMED,18560819,0000,1856-08-19 00:00:00,TS,32.5,-75.5,50.0,-999.0,TS
AL031856,UNNAMED,18560819,0600,1856-08-19 06:00:00,TS,33.8,-76.0,50.0,-999.0,TS
AL031856,UNNAMED,18560819,1100,1856-08-19 11:00:00,TS,34.8,-76.4,50.0,-999.0,TS
AL031856,UNNAMED,18560819,1200,1856-08-19 12:00:00,TS,35.0,-76.5,50.0,-999.0,TS
AL031856,UNNAMED,18560819,1800,1856-08-19 18:00:00,TS,36.0,-76.3,50.0,-999.0,TS
AL031856,UNNAMED,18560820,0000,1856-08-20 00:00:00,TS,37.0,-76.0,50.0,-999.0,TS
AL031856,UNNAMED,18560820,0600,1856-08-20 06:00:00,TS,38.0,-75.3,50.0,-999.0,TS
AL031856,UNNAMED,18560820,1200,1856-08-20 12:00:00,TS,39.0,-74.3,50.0,-999.0,TS
AL031856,UNNAMED,18560820,1800,1856-08-20 18:00:00,TS,39.8,-73.0,50.0,-999.0,TS
AL031856,UNNAMED,18560821,0000,1856-08-21 00:00:00,TS,40.4,-71.5,50.0,-999.0,TS
AL031856,UNNAMED,18560821,0600,1856-08-21 06:00:00,TS,40.8,-69.5,50.0,-999.0,TS
AL031856,UNNAMED,18560821,1200,1856-08-21 12:00:00,TS,41.0,-67.0,50.0,-999.0,TS
AL041856,UNNAMED,18560821,1200,1856-08-21 12:00:00,TS,23.0,-82.5,50.0,-999.0,TS
AL051856,UNNAMED,18560825,0000,1856-08-25 00:00:00,HU,21.0,-69.8,70.0,-999.0,TS
AL051856,UNNAMED,18560825,0600,1856-08-25 06:00:00,HU,21.0,-70.8,70.0,-999.0,TS
AL051856,UNNAMED,18560825,1200,1856-08-25 12:00:00,HU,21.1,-71.9,70.0,-999.0,TS
AL051856,UNNAMED,18560825,1800,1856-08-25 18:00:00,HU,21.2,-72.8,70.0,-999.0,TS
AL051856,UNNAMED,18560826,0000,1856-08-26 00:00:00,HU,21.6,-73.9,70.0,-999.0,TS
AL051856,UNNAMED,18560826,0600,1856-08-26 06:00:00,HU,21.7,-74.8,70.0,-999.0,TS
AL051856,UNNAMED,18560826,1200,1856-08-26 12:00:00,HU,22.0,-75.9,80.0,-999.0,1
AL051856,UNNAMED,18560826,1800,1856-08-26 18:00:00,HU,22.2,-76.6,80.0,-999.0,1
AL051856,UNNAMED,18560827,0000,1856-08-27 00:00:00,HU,22.4,-77.6,80.0,-999.0,1
AL051856,UNNAMED,18560827,0600,1856-08-27 06:00:00,HU,22.6,-78.6,80.0,-999.0,1
AL051856,UNNAMED,18560827,1200,1856-08-27 12:00:00,HU,22.7,-79.5,90.0,-999.0,1
AL051856,UNNAMED,18560827,1800,1856-08-27 18:00:00,HU,22.7,-80.6,80.0,-999.0,1
AL051856,UNNAMED,18560828,0000,1856-08-28 00:00:00,HU,22.9,-81.6,80.0,-999.0,1
AL051856,UNNAMED,18560828,0600,1856-08-28 06:00:00,HU,23.0,-82.9,90.0,969.0,1
AL051856,UNNAMED,18560828,1200,1856-08-28 12:00:00,HU,23.2,-84.0,90.0,-999.0,1
AL051856,UNNAMED,18560828,1800,1856-08-28 18:00:00,HU,23.6,-84.6,90.0,-999.0,1
AL051856,UNNAMED,18560829,0000,1856-08-29 00:00:00,HU,23.9,-85.1,90.0,-999.0,1
AL051856,UNNAMED,18560829,0600,1856-08-29 06:00:00,HU,24.2,-85.6,90.0,-999.0,1
AL051856,UNNAMED,18560829,1200,1856-08-29 12:00:00,HU,24.7,-86.4,90.0,-999.0,1
AL051856,UNNAMED,18560829,1800,1856-08-29 18:00:00,HU,24.9,-86.8,90.0,-999.0,1
AL051856,UNNAMED,18560830,0000,1856-08-30 00:00:00,HU,25.2,-87.1,100.0,-999.0,2
AL051856,UNNAMED,18560830,0600,1856-08-30 06:00:00,HU,25.6,-87.3,100.0,-999.0,2
AL051856,UNNAMED,18560830,1200,1856-08-30 12:00:00,HU,26.2,-87.4,100.0,-999.0,2
AL051856,UNNAMED,18560830,1800,1856-08-30 18:00:00,HU,27.5,-87.3,100.0,-999.0,2
AL051856,UNNAMED,18560831,0000,1856-08-31 00:00:00,HU,28.9,-86.6,90.0,-999.0,1
AL051856,UNNAMED,18560831,0600,1856-08-31 06:00:00,HU,30.2,-85.9,90.0,-999.0,1
AL051856,UNNAMED,18560831,1200,1856-08-31 12:00:00,HU,31.1,-84.8,70.0,-999.0,TS
AL051856,UNNAMED,18560831,1800,1856-08-31 18:00:00,TS,32.2,-83.3,60.0,-999.0,TS
AL051856,UNNAMED,18560901,0000,1856-09-01 00:00:00,TS,33.0,-81.6,50.0,-999.0,TS
AL051856,UNNAMED,18560901,0600,1856-09-01 06:00:00,TS,34.0,-79.6,50.0,-999.0,TS
AL051856,UNNAMED,18560901,1200,1856-09-01 12:00:00,TS,34.7,-77.9,50.0,-999.0,TS
AL051856,UNNAMED,18560901,1800,1856-09-01 18:00:00,TS,35.5,-75.3,50.0,-999.0,TS
AL051856,UNNAMED,18560902,0000,1856-09-02 00:00:00,TS,36.3,-72.8,50.0,-999.0,TS
AL051856,UNNAMED,18560902,0600,1856-09-02 06:00:00,TS,36.8,-70.0,50.0,-999.0,TS
AL051856,UNNAMED,18560902,1200,1856-09-02 12:00:00,TS,37.2,-67.3,50.0,-999.0,TS
AL051856,UNNAMED,18560902,1800,1856-09-02 18:00:00,TS,37.7,-64.6,50.0,-999.0,TS
AL051856,UNNAMED,18560903,0000,1856-09-03 00:00:00,TS,38.2,-61.8,50.0,-999.0,TS
AL051856,UNNAMED,18560903,0600,1856-09-03 06:00:00,TS,38.8,-58.6,50.0,-999.0,TS
AL051856,UNNAMED,18560903,1200,1856-09-03 12:00:00,TS,39.0,-56.0,50.0,-999.0,TS
